Signature,Kids_First_Biospecimen_ID,score
Microglia_Core_Homeostatic,BS_ZF6BSFNF,0.88388817693851
Microglia_Core_Homeostatic,BS_ZM97KKXE,0.822598839903692
Microglia_Core_Homeostatic,BS_ZV1P6W9C,0.757627317337188
Microglia_Core_Homeostatic,BS_ZVM8CAB0,0.858560178329919
Microglia_Core_Homeostatic,BS_ZZWMD6FA,0.871878497008719
Microglia_Core_Homeostatic,BS_06AMMCXR,0.753162990973108
Microglia_Core_Homeostatic,BS_08TWG4K0,0.859587135227782
Microglia_Core_Homeostatic,BS_1DECYC4K,0.853810318079848
Microglia_Core_Homeostatic,BS_2A5R9D97,0.761436599053901
Microglia_Core_Homeostatic,BS_3VJ0CA6A,0.801646787029953
Microglia_Core_Homeostatic,BS_3XYJBBHQ,0.753019236421888
Microglia_Core_Homeostatic,BS_4C4MZ4NT,0.806048364725626
Microglia_Core_Homeostatic,BS_4PPHAQXF,0.770168601868545
Microglia_Core_Homeostatic,BS_4SMPV083,0.739117848344045
Microglia_Core_Homeostatic,BS_A76PNWQS,0.601633410249549
Microglia_Core_Homeostatic,BS_BZCTXEPJ,0.851855459205507
Microglia_Core_Homeostatic,BS_CB6VK7PB,0.77668374653974
Microglia_Core_Homeostatic,BS_ED8G98XT,0.713231344185537
Microglia_Core_Homeostatic,BS_FCX6DZ0J,0.746506712120907
Microglia_Core_Homeostatic,BS_FYRDYBMZ,0.73020366739765
Microglia_Core_Homeostatic,BS_H1XPVS9A,0.864820497514607
Microglia_Core_Homeostatic,BS_QRNSKFMS,0.870803210467252
Microglia_Core_Homeostatic,BS_R13X6TMW,0.780406204686794
Microglia_Core_Homeostatic,BS_RJMJ935A,0.882144165733388
Microglia_Core_Homeostatic,BS_RWJZFTP9,0.850496974181139
Microglia_Core_Homeostatic,BS_S20SP0WW,0.82551091129878
Microglia_Core_Homeostatic,BS_SB12W1XT,0.84971693314138
Microglia_Core_Homeostatic,BS_T0MXH2CA,0.829302578731119
Microglia_Core_Homeostatic,BS_T1W4JA94,0.799601553178967
Microglia_Core_Homeostatic,BS_T289QKBV,0.788125226572563
Microglia_Core_Homeostatic,BS_T3H5AY8A,0.828722840227976
Microglia_Core_Homeostatic,BS_TVV122JG,0.719506475181312
Microglia_Core_Homeostatic,BS_VW85Q4XJ,0.829895095517938
Microglia_Core_Homeostatic,BS_W97QQYKQ,0.87699333719893
Microglia_Core_Homeostatic,BS_WYMX429C,0.785372114107156
Microglia_Core_Homeostatic,BS_YR1XY6SF,0.780623786489044
Microglia_Core_Homeostatic,BS_014EVM2D,0.895958525185415
Microglia_Core_Homeostatic,BS_044XZ8ST,0.848282411943062
Microglia_Core_Homeostatic,BS_063ERW0R,0.774998559554358
Microglia_Core_Homeostatic,BS_0D5VRAKC,0.879522581641996
Microglia_Core_Homeostatic,BS_0J9SHHSC,0.82280548557946
Microglia_Core_Homeostatic,BS_0SCXXM6N,0.840264134743703
Microglia_Core_Homeostatic,BS_0TDWG2CV,0.844787351955259
Microglia_Core_Homeostatic,BS_0WVJYM9R,0.896576510082363
Microglia_Core_Homeostatic,BS_0X9EGHY2,0.831261563932766
Microglia_Core_Homeostatic,BS_0Y5J2AQ4,0.796388960134394
Microglia_Core_Homeostatic,BS_13CGKADW,0.780296522967962
Microglia_Core_Homeostatic,BS_166N7SZQ,0.747959792876816
Microglia_Core_Homeostatic,BS_17WYVEEC,0.809906946944287
Microglia_Core_Homeostatic,BS_1G3WYEN3,0.807717920358999
Microglia_Core_Homeostatic,BS_1HYS8CSC,0.860471847700781
Microglia_Core_Homeostatic,BS_1JDG6JV5,0.850389540268672
Microglia_Core_Homeostatic,BS_1KYGSMA7,0.861287248914524
Microglia_Core_Homeostatic,BS_1N76FQZY,0.837074806490255
Microglia_Core_Homeostatic,BS_1NPD7PVG,0.851124562514417
