axis	method	sample	z	ecotype
NK cell	xCell	BS_NQ54ST98	0.13635414741125412	Lymphocyte-inflamed
NK cell	xCell	BS_NR3P3GN2	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_NX1R0BC3	-0.582179739952433	Lymphocyte-inflamed
NK cell	xCell	BS_P0QF87WC	3.317875192015114	Myeloid-dominant
NK cell	xCell	BS_P4PMWFMV	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_P7W3AYKV	-0.1769684933434748	Myeloid-dominant
NK cell	xCell	BS_PENM28KT	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_PJC6FH4Y	-0.582179739952433	Lymphocyte-inflamed
NK cell	xCell	BS_PS0P3QJ3	0.36894672491885777	Myeloid-dominant
NK cell	xCell	BS_PXCPK5XS	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_PZVHMSYN	-0.23033430512011188	Myeloid-dominant
NK cell	xCell	BS_Q06J3RYW	-0.582179739952433	Lymphocyte-inflamed
NK cell	xCell	BS_Q35GFYDR	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_Q9N5PRD5	2.6077004401727475	Myeloid-dominant
NK cell	xCell	BS_QB84TBA3	-0.582179739952433	Immune-desert
NK cell	xCell	BS_QGKEP3KB	0.2638643633069507	Lymphocyte-inflamed
NK cell	xCell	BS_QH0VYVJK	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_QHY302E8	-0.48084000481089684	Lymphocyte-inflamed
NK cell	xCell	BS_QMBS32Y2	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_QNNX91SM	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_QY2G1JZJ	-0.09242448994841548	Myeloid-dominant
NK cell	xCell	BS_QYA4TQXX	1.0456307128642943	Immune-desert
NK cell	xCell	BS_R5JQE0VJ	0.28054068458872666	Myeloid-dominant
NK cell	xCell	BS_R5SNFB5B	-0.582179739952433	Immune-desert
NK cell	xCell	BS_R9B92M75	0.6597963103163776	Myeloid-dominant
NK cell	xCell	BS_RHAWQJ48	-0.582179739952433	Lymphocyte-inflamed
NK cell	xCell	BS_RHM60031	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_RJC3WDD6	0.8429457440755544	Immune-desert
NK cell	xCell	BS_RN0VAY51	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_RX1YTZ7F	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_RZBFH1QF	1.2140672526921303	Immune-desert
NK cell	xCell	BS_S2TA8R29	-0.21458542148729876	Myeloid-dominant
NK cell	xCell	BS_S3C2PZAH	1.0898801943487948	Myeloid-dominant
NK cell	xCell	BS_S3MET0JZ	0.6175647326783212	Myeloid-dominant
NK cell	xCell	BS_S4V9E1XJ	0.8361865022455044	Lymphocyte-inflamed
NK cell	xCell	BS_S5P8VTN5	0.34203564443945317	Myeloid-dominant
NK cell	xCell	BS_S6B9DVNS	0.2503038062350762	Immune-desert
NK cell	xCell	BS_S6S7SK3P	-0.582179739952433	Immune-desert
NK cell	xCell	BS_S8K878T3	1.0903645443988013	Lymphocyte-inflamed
NK cell	xCell	BS_SBMAM00V	0.8268463391178571	Myeloid-dominant
NK cell	xCell	BS_SBMCD7XZ	-0.5177699228360026	Myeloid-dominant
NK cell	xCell	BS_SD0EMK7Y	5.830679084275329	Lymphocyte-inflamed
NK cell	xCell	BS_SD8YBRBR	-0.582179739952433	Immune-desert
NK cell	xCell	BS_SERDGASJ	-0.582179739952433	Lymphocyte-inflamed
NK cell	xCell	BS_SJVTZ5TH	0.8486578921879686	Myeloid-dominant
NK cell	xCell	BS_SMWQR2F1	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_SNVM7CZT	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_SR2RGDXJ	1.2200485689360476	Myeloid-dominant
NK cell	xCell	BS_SW9Z10F9	0.2229217642311049	Lymphocyte-inflamed
NK cell	xCell	BS_SY3J3XR9	-0.34544884119390223	Immune-desert
NK cell	xCell	BS_T1YHK6B7	3.074838856556349	Myeloid-dominant
NK cell	xCell	BS_T2F48Z4E	2.045186673439269	Lymphocyte-inflamed
NK cell	xCell	BS_T9A8JJW5	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_TASG32Z2	-0.5769768274222257	Myeloid-dominant
NK cell	xCell	BS_TGS109T3	-0.582179739952433	Immune-desert
NK cell	xCell	BS_TM9MH0RP	-0.47397050093339643	Myeloid-dominant
NK cell	xCell	BS_TR2P8KRF	-0.582179739952433	Myeloid-dominant
NK cell	xCell	BS_TRKH2SPE	2.598037189109609	Myeloid-dominant
NK cell	xCell	BS_TRPXB3AV	0.04986011151358932	Myeloid-dominant
NK cell	xCell	BS_TTDNZTZ0	-0.582179739952433	Lymphocyte-inflamed
NK cell	xCell	BS_TTE04ZP8	-0.582179739952433	Lymphocyte-inflamed
NK cell	xCell	BS_TV5B86ZD	-0.562608727428489	Immune-desert
NK cell	xCell	BS_TVH33J9Q	-0.582179739952433	Myeloid-dominant
