TIS	Bagaev_Effector_cells	Bagaev_Checkpoint_inhibitor	Bagaev_TAMs
0.048433318406724574	0.007683541273409676	0.017457574346260128	0.018829280631426856
0.009395529187022942	0.06341836653328946	0.007400710200389394	0.007269582978320399
0.08541529033028102	0.022593707051582333	0.04036609542146457	0.007935268213444837
0.021693581832454876	0.03697799034674912	0.04672585901526415	0.04589458034375246
0.005796974902083049	0.020732526593832623	0.07195968605054208	0.04211175502110983
0.008502921761515347	0.04398809150191933	0.04506223932151516	0.028519462882512184
0.0037106935923414915	0.0201970090308848	0.018993827798806456	0.021935876943553402
0.07292994523830967	0.012744472857950846	0.12220283342468291	0.030036889895861764
0.04021075209186167	0.00891759168978162	0.06196206482519802	0.006423359299658195
0.014124416610946785	0.04966886340878244	0.09361113547743333	0.00838643673445192
0.009008672171588614	0.02245212621695734	0.05950762103968302	0.04901104895709402
0.03241470036872089	0.014319964525267318	0.05712398021707528	0.03718315980816028
0.019928421371094292	0.05466640204683565	0.005165674892779635	0.03959662063781904
0.10070048409991002	0.0019848011504443137	0.04383117405178721	0.01795765673768225
0.10644734275976767	0.005800853246959702	0.03968401211909571	0.04323581907917215
0.004990083412946353	0.004555481441105344	0.10775683693557311	0.060559757745539795
0.05958205329001522	0.010484143273723946	0.06850964473647427	0.029088068988888764
0.11685707337652779	0.03221518869070309	0.050930316918222036	0.1573564506539179
0.12959217374518636	0.009808725631111377	0.031241541695376247	0.012827767204114061
0.02114366577277881	0.04259980710896944	0.2001088207711146	0.025490586890195708
0.0037067713898754043	0.023337692972305847	0.08045587306604753	0.0022408181542614455
0.024234703943693103	0.03835521419968586	0.02983435367709376	0.012489635563851366
0.007006922818470605	0.03167628121970923	0.03901319727306847	0.05807217672425229
0.001089363859059482	0.023378669713733854	0.011672009936791362	0.023478872091628317
