gene	log2FC	z	p	q_BH	mean_eco_log2tpm	mean_rest_log2tpm	n_eco	n_rest
CYP19A1	0.9788216038079814	8.523055435849166	0.0	0.0	1.7027142530768948	0.7238926492689134	111	238
KCNK13	0.9027749084337191	9.65145033115206	0.0	0.0	1.7573462654909933	0.8545713570572742	111	238
CMKLR1	1.5555520972817758	11.272556778417094	0.0	0.0	2.8688776281385464	1.3133255308567706	111	238
CLEC4A	0.93006244062366	10.170363884721436	0.0	0.0	1.96560841664938	1.03554597602572	111	238
RASSF5	1.353848998105936	10.370866157889845	0.0	0.0	3.253081944434519	1.8992329463285829	111	238
RGS10	1.5896334097060816	9.248167349892872	0.0	0.0	5.4944696974788485	3.904836287772767	111	238
GBP2	1.9615098641607407	10.011443048886248	0.0	0.0	5.055610326198801	3.0941004620380603	111	238
IGHA1	1.8721870922378936	8.511663261237324	0.0	0.0	2.925242219633792	1.0530551273958983	111	238
ARRB2	0.93445674054382	9.032285640998477	0.0	0.0	5.800235024052431	4.865778283508611	111	238
JCHAIN	1.4223050000311475	8.864251065473816	0.0	0.0	2.098953173869269	0.6766481738381216	111	238
CXCL10	1.7081059630307345	9.52556680169121	0.0	0.0	2.6895801808316757	0.9814742178009414	111	238
LPAR5	1.2931064451071608	9.036272902112621	0.0	0.0	3.116389795877996	1.823283350770835	111	238
SLC7A7	1.7816660865918097	12.400382064989396	0.0	0.0	4.254476746042877	2.472810659451067	111	238
IL1R1	1.545887420129032	9.630374808120152	0.0	0.0	3.0767888594029977	1.5309014392739657	111	238
SLAMF8	1.5079574564531733	10.92794349640889	0.0	0.0	2.499984701921522	0.9920272454683484	111	238
CCR2	0.717494948583329	11.871785162999952	0.0	0.0	0.9109139271414372	0.19341897855810822	111	238
CP	2.223310087102046	8.952540418715587	0.0	0.0	5.302557647786622	3.0792475606845757	111	238
TAPBPL	1.1468008448288658	9.110891645820184	0.0	0.0	3.818184616852599	2.671383772023733	111	238
SLC2A5	1.7003246458554173	10.084352966402033	0.0	0.0	4.464718459799168	2.7643938139437507	111	238
IFIH1	1.2707276781916854	8.449575909602787	0.0	0.0	3.8684559170001247	2.5977282388084393	111	238
TNFRSF14	1.3013674207175683	9.006653248121834	0.0	0.0	4.013186717780968	2.7118192970634	111	238
THEMIS	0.40682396645284785	9.430442143682335	0.0	0.0	0.5609109595259355	0.15408699307308765	111	238
GAB3	0.8534873418264219	9.474302015937925	0.0	0.0	1.9545657511496188	1.101078409323197	111	238
IL15RA	1.0618639674932056	11.044713286180265	0.0	0.0	2.076200107375998	1.0143361398827924	111	238
IRAK3	1.293659971860698	8.631850703392251	0.0	0.0	2.647281719286157	1.3536217474254588	111	238
SMPDL3A	1.1070292388969118	9.270951699116555	0.0	0.0	3.0285137996960527	1.9214845607991409	111	238
S1PR4	0.7698483079809462	9.046525859263278	0.0	0.0	1.1057965215814531	0.3359482136005069	111	238
CD86	1.9011919694641062	12.031845216296325	0.0	0.0	3.923349273930486	2.0221573044663796	111	238
ADGRE2	1.2716929147761848	10.442636857944446	0.0	0.0	2.350727444673337	1.079034529897152	111	238
GRN	1.597420308870884	11.198507643440125	0.0	0.0	7.19369443531214	5.596274126441256	111	238
CD52	2.2713411416706704	11.86267142331048	0.0	0.0	3.997237035336865	1.7258958936661946	111	238
VASP	0.971998746252642	9.476580450860293	0.0	0.0	4.787058677753421	3.8150599315007794	111	238
PSMB9	1.2521156532392443	8.554383916031728	0.0	0.0	4.905248638370092	3.653132985130848	111	238
GRAP2	0.771626476049293	9.540946237417197	0.0	0.0	1.1381675645947813	0.36654108854548834	111	238
SASH3	1.4474216853915127	11.162622293412824	0.0	0.0	3.304651386458118	1.8572297010666055	111	238
CACNA2D4	0.9654468037541131	10.220489453013538	0.0	0.0	2.0413176723150497	1.0758708685609366	111	238
CD300A	1.5523754397711635	11.089712375897038	0.0	0.0	3.9652112025098853	2.412835762738722	111	238
CASP4	1.7003608645720933	11.211608644243743	0.0	0.0	4.7111127989210955	3.010751934349002	111	238
PTGER4	1.4320651505363178	11.413250134873335	0.0	0.0	2.417037931109673	0.9849727805733554	111	238
MS4A7	1.6920732999779586	11.155786988645719	0.0	0.0	4.606774244502773	2.9147009445248147	111	238
CD244	0.36833155847274757	10.250109107004326	0.0	0.0	0.5440889103810028	0.17575735190825528	111	238
