sample,MCP_CD8,QTS_CD8,EPIC_CD8,Cytolytic_ssGSEA
BS_F1K9QTBS,0.526068811667588,0,0.0237429494053585,0.43049789672115
BS_F21R36MM,0.070389327891398,0,0.00962844276421676,0.273377922804786
BS_F65GWS21,0.214124805352847,0,0.0202038441080174,0.276888083284816
BS_F6V1Y4QS,0,0,0.00542625870912531,0.205261846293305
BS_F77MGAQT,1.30451104180995,0,0.0602997395602132,0.52441720419782
BS_F8N6CFQE,0.310340120612151,0,0.0208422384505222,0.357288691995776
BS_F9Y4Z92G,0.238786859587117,0,0.0252998180847862,0.0742822608581189
BS_FAQQ0GCQ,1.18269229751619,0.00434043646847105,0.0265554231471664,0.492256901326337
BS_FCDAH728,0.650764559116902,0,0.0147829864926981,0.214597446035851
BS_FCX6DZ0J,0.565597175854225,0,0.00474460848320253,0.473454287652669
BS_FEV5A0HN,1.04264433740849,0.0193015364033856,0.0226417592493126,0.0775889672292474
BS_FGJH1X0S,0.111031312388744,0,0.0118182235416327,0.0832506898730393
BS_FJWZ3M7V,0.124328135002202,0,0.0158249089578861,0.23412995470503
BS_FJZPQZ2C,0.422233000683048,0,0.0176171395980252,0.381296154554562
BS_FKASA3MN,0.0426443374084937,0,0.0188232394388175,0.00412466505493122
BS_FN07P04C,0.7311832415722,0,0.0203010547497461,0.125139777550265
BS_FR42HY0Z,0.0840642647884746,0,0.0193300458444044,0.409028737331304
BS_FX2P2WEG,1.60407132366886,0.0099290590553786,0.0160518485761124,0.471841775996093
BS_FX4WKR2R,0.0840642647884746,0,0.0346530637350698,0.228594406182974
BS_FXJY0MNH,1.65992455840238,0,0.0350232877042849,0.412124382183627
BS_FYP2B298,0,0,0.00991696890219056,0.0739871717876169
BS_FYRDYBMZ,0,0,0.0045844161010793,0.224240284322393
BS_FZ62GZGV,0.925999418556223,0,0.0179765594709545,0.49939941534524
BS_G19QZG4S,0.27500704749987,0,0.00898061418117082,0.20267619525737
BS_G1DAGKSY,0,0,0.0180876405762149,0.280823696154801
BS_G1E5DATJ,0,0,0.0154593430104537,0.35058736750804
BS_G257VSS9,0,0,0.0178117615185118,0.200497365659173
BS_G3NN392N,0.214124805352847,0,0.00763833651716688,0.300274887659228
BS_G3RJTBZD,0.298658315564515,0,0.0117394122779212,0.0552317947611043
BS_G5NHSFD4,0.0426443374084937,0,0.00789847624083126,0.0360382900222544
BS_G5QBBHDV,0.678071905112638,0,0.0173428924678269,0.311716911111919
